StartTime,Band,CellId,PL_00,PL_01,PL_02,PL_03,PL_04,PL_05,PL_06,PL_07,PL_08,PL_09,PL_10,PL_11,PL_12,PL_13,PL_14,PL_15,PL_16,PL_17,PL_18,PL_19,PL_20
2020-08-01 03:15:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 03:30:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 03:30:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3690.0,686.0,520.0,962.0,2006.0,3426.0,6276.0,11025.0,1457.0,1174.0,1795.0,691.0,363.0,6.0
2020-08-01 03:30:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16818.0,23158.0,34403.0,24373.0,2084.0,2116.0,71.0,254.0,86.0
2020-08-01 03:30:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 03:45:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 03:45:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,36.0,3163.0,1037.0,733.0,701.0,1350.0,3943.0,6940.0,9230.0,3215.0,871.0,1452.0,760.0,616.0,5.0
2020-08-01 03:45:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,286.0,8348.0,9697.0,1036.0,8265.0,490.0,1993.0,742.0,691.0,348.0
2020-08-01 03:45:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:00:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:00:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,52.0,3773.0,1161.0,656.0,1019.0,2314.0,4102.0,6877.0,13136.0,2573.0,1058.0,1299.0,697.0,636.0,7.0
2020-08-01 04:00:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,46.0,29.0,41.0,44.0,16.0,41.0,424.0,7944.0,1122.0,1977.0,3.0,1.0,0.0
2020-08-01 04:00:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:15:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:15:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,77.0,3377.0,943.0,549.0,1105.0,1913.0,2331.0,7174.0,10870.0,2118.0,1010.0,1448.0,755.0,721.0,5.0
2020-08-01 04:15:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,232.0,10595.0,948.0,2124.0,1.0,0.0,0.0
2020-08-01 04:15:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:30:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:30:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,108.0,3771.0,885.0,606.0,770.0,1101.0,2383.0,9070.0,16094.0,3047.0,1308.0,1818.0,716.0,549.0,1.0
2020-08-01 04:30:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,9.0,12.0,7.0,4.0,71.0,167.0,9045.0,1033.0,2155.0,11.0,0.0,0.0
2020-08-01 04:30:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:45:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 04:45:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3473.0,442.0,650.0,1291.0,1947.0,2025.0,9575.0,11751.0,2682.0,1336.0,1402.0,566.0,616.0,2.0
2020-08-01 04:45:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,63.0,229.0,10854.0,1147.0,2079.0,4.0,149.0,277.0
2020-08-01 04:45:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:00:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:00:00,1800,21,0.0,0.0,0.0,0.0,0.0,13.0,9.0,4182.0,605.0,472.0,1576.0,1575.0,2067.0,6880.0,16001.0,3369.0,2108.0,1430.0,5860.0,1234.0,7.0
2020-08-01 05:00:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,39.0,246.0,9067.0,1303.0,2058.0,9.0,1.0,0.0
2020-08-01 05:00:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:15:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:15:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,124.0,3501.0,752.0,1234.0,1417.0,2713.0,30306.0,25420.0,11296.0,2998.0,2749.0,2918.0,1910.0,447.0,14.0
2020-08-01 05:15:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,151.0,442.0,36822.0,11535.0,2179.0,11.0,0.0,1.0
2020-08-01 05:15:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:30:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:30:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,108.0,6176.0,3603.0,1697.0,1097.0,2774.0,27917.0,39800.0,30434.0,8580.0,2767.0,1544.0,785.0,533.0,3.0
2020-08-01 05:30:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,58.0,81.0,141.0,473.0,18475.0,9417.0,2406.0,82.0,138.0,50.0
2020-08-01 05:30:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:45:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 05:45:00,1800,21,0.0,0.0,0.0,0.0,0.0,31.0,188.0,6298.0,10442.0,1471.0,1929.0,4886.0,8172.0,28437.0,77210.0,11794.0,2333.0,1484.0,1159.0,462.0,7.0
2020-08-01 05:45:00,800,22,0.0,0.0,0.0,0.0,5.0,98.0,226.0,119.0,37.0,4.0,1.0,0.0,0.0,21.0,393.0,4722.0,2394.0,2515.0,213.0,256.0,40.0
2020-08-01 05:45:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 06:00:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 06:00:00,1800,21,0.0,0.0,0.0,0.0,0.0,0.0,145.0,5580.0,2826.0,1769.0,4760.0,6932.0,21181.0,13145.0,10917.0,3838.0,1671.0,2019.0,1694.0,635.0,13.0
2020-08-01 06:00:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,204.0,4592.0,1511.0,2549.0,11.0,1.0,2.0
2020-08-01 06:00:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 06:15:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 06:15:00,1800,21,0.0,0.0,0.0,0.0,0.0,8.0,114.0,4003.0,868.0,508.0,3027.0,2154.0,9044.0,11851.0,8801.0,2813.0,1144.0,1640.0,772.0,401.0,71.0
2020-08-01 06:15:00,800,22,0.0,0.0,0.0,0.0,2.0,24.0,122.0,103.0,29.0,4.0,0.0,0.0,0.0,6.0,149.0,5792.0,1626.0,2634.0,437.0,393.0,56.0
2020-08-01 06:15:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 06:30:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,300.0,442.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01 06:30:00,1800,21,0.0,0.0,0.0,0.0,0.0,10.0,347.0,4267.0,283.0,703.0,3197.0,4852.0,7406.0,8458.0,15560.0,9403.0,2000.0,1786.0,821.0,537.0,14.0
2020-08-01 06:30:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,251.0,170.0,2.0,36.0,34.0,187.0,3588.0,2095.0,4504.0,51.0,0.0,0.0
2020-08-01 06:30:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,122.0,204.0,208.0,101.0,66.0,149.0,46.0,7.0,16.0,260.0,50.0,0.0
2020-08-01 06:45:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1407.0,1598.0,711.0,352.0,0.0,0.0,6.0,8.0,3.0,0.0
2020-08-01 06:45:00,1800,21,0.0,0.0,0.0,0.0,0.0,2.0,432.0,3788.0,296.0,842.0,4306.0,5769.0,5016.0,9103.0,18434.0,5067.0,1659.0,1714.0,682.0,452.0,2.0
2020-08-01 06:45:00,800,22,0.0,0.0,0.0,0.0,0.0,16.0,64.0,49.0,6.0,0.0,0.0,0.0,0.0,6.0,207.0,4034.0,2077.0,4669.0,19.0,37.0,2.0
2020-08-01 06:45:00,1800,24,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,59.0,86.0,161.0,185.0,252.0,419.0,726.0,809.0,117.0,31.0,553.0,126.0,2.0
2020-08-01 07:00:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,98.0,715.0,795.0,255.0,19.0,3.0,1.0,2.0,1.0,0.0
2020-08-01 07:00:00,1800,21,0.0,0.0,0.0,0.0,0.0,42.0,410.0,4657.0,307.0,239.0,1842.0,2874.0,5872.0,19399.0,20462.0,4942.0,3280.0,2099.0,873.0,331.0,19.0
2020-08-01 07:00:00,800,22,0.0,0.0,0.0,0.0,4.0,26.0,88.0,73.0,44.0,86.0,81.0,61.0,36.0,29.0,200.0,4406.0,1454.0,4787.0,47.0,0.0,0.0
2020-08-01 07:00:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,131.0,182.0,1862.0,4402.0,565.0,15.0,26.0,1.0,0.0,0.0
2020-08-01 07:15:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,158.0,511.0,985.0,1150.0,295.0,6.0,3.0,6.0,23.0,9.0,0.0
2020-08-01 07:15:00,1800,21,0.0,0.0,0.0,0.0,0.0,34.0,418.0,3861.0,1131.0,1837.0,4690.0,9208.0,14478.0,22395.0,16983.0,6154.0,1533.0,1553.0,5555.0,5342.0,49.0
2020-08-01 07:15:00,800,22,0.0,0.0,0.0,0.0,2.0,156.0,502.0,305.0,84.0,17.0,11.0,6.0,9.0,46.0,426.0,4077.0,1815.0,4588.0,24.0,50.0,19.0
2020-08-01 07:15:00,1800,24,0.0,0.0,0.0,0.0,0.0,13.0,45.0,55.0,70.0,81.0,462.0,548.0,266.0,100.0,17.0,0.0,55.0,42.0,7.0,0.0,0.0
2020-08-01 07:30:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,205.0,678.0,122.0,404.0,744.0,341.0,126.0,28.0,8.0,2.0,0.0,0.0
2020-08-01 07:30:00,1800,21,0.0,0.0,0.0,0.0,0.0,59.0,298.0,4040.0,388.0,535.0,2082.0,4842.0,19093.0,29767.0,13379.0,2748.0,1341.0,3723.0,10303.0,7815.0,18.0
2020-08-01 07:30:00,800,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,540.0,4097.0,2282.0,4085.0,29.0,340.0,62.0
2020-08-01 07:30:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,29.0,50.0,65.0,189.0,437.0,25.0,3.0,0.0,1.0
2020-08-01 07:45:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,158.0,249.0,942.0,407.0,177.0,67.0,10.0,33.0,9.0,0.0
2020-08-01 07:45:00,1800,21,0.0,0.0,0.0,0.0,10.0,74.0,871.0,5078.0,877.0,1683.0,4140.0,6746.0,18799.0,50573.0,28467.0,7081.0,882.0,379.0,964.0,180.0,4.0
2020-08-01 07:45:00,800,22,0.0,0.0,0.0,0.0,15.0,96.0,136.0,99.0,26.0,0.0,0.0,0.0,0.0,101.0,584.0,11022.0,5007.0,3732.0,29.0,2.0,3.0
2020-08-01 07:45:00,1800,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,120.0,354.0,346.0,338.0,174.0,173.0,193.0,17.0,39.0,13.0,1.0,0.0,0.0
2020-08-01 08:00:00,2600,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,531.0,964.0,1286.0,2883.0,2853.0,754.0,585.0,52.0,12.0,7.0,1.0,0.0
